District,Year,june,july,august,september,october,november,Yield
Gazipur,2010,0.226,0.382,0.495,0.679,0.636,0.521,2.11
Gazipur,2011,0.265,0.332,0.484,0.686,0.595,0.474,2.19
Gazipur,2012,0.225,0.379,0.53,0.703,0.615,0.496,2.34
Gazipur,2013,0.301,0.42,0.521,0.641,0.623,0.455,2.14
Gazipur,2014,0.292,0.413,0.502,0.672,0.661,0.47,2.15
Gazipur,2015,0.288,0.441,0.522,0.674,0.626,0.502,2.17
Gazipur,2016,0.307,0.402,0.58,0.68,0.662,0.382,2.15
Gazipur,2017,0.3,0.385,0.588,0.74,0.641,0.451,2.48
Gazipur,2018,0.292,0.343,0.477,0.727,0.616,0.473,2.64
Gazipur,2019,0.257,0.37,0.46,0.669,0.705,0.466,2.6
Ghaziabad,2006,0.372,0.568,0.664,0.603,0.512,0.387,2.28
Ghaziabad,2007,0.436,0.565,0.612,0.581,0.47,0.349,2.38
Ghaziabad,2008,0.451,0.536,0.659,0.608,0.515,0.385,2.52
Ghaziabad,2009,0.302,0.522,0.602,0.631,0.542,0.373,2.75
Ghaziabad,2010,0.314,0.526,0.67,0.642,0.521,0.4,2.55
Ghaziabad,2011,0.421,0.523,0.603,0.631,0.542,0.374,2.73
Ghaziabad,2012,0.319,0.474,0.646,0.691,0.518,0.383,2.58
Ghaziabad,2013,0.435,0.568,0.651,0.614,0.563,0.42,2.72
Ghaziabad,2014,0.37,0.522,0.582,0.597,0.477,0.352,2.74
Ghaziabad,2015,0.33,0.564,0.628,0.573,0.52,0.41,2.57
Ghaziabad,2016,0.387,0.563,0.665,0.608,0.489,0.385,2.47
Ghaziabad,2017,0.448,0.613,0.68,0.652,0.542,0.409,2.6
Ghaziabad,2018,0.375,0.518,0.63,0.634,0.563,0.437,2.56
Ghaziabad,2019,0.444,0.566,0.629,0.671,0.573,0.466,2.79
Gonda,2006,0.387,0.501,0.675,0.697,0.615,0.441,1.57
Gonda,2007,0.409,0.443,0.644,0.709,0.633,0.468,1.98
Gonda,2008,0.359,0.453,0.642,0.668,0.577,0.437,2.13
Gonda,2009,0.341,0.476,0.698,0.743,0.62,0.474,2.2
Gonda,2010,0.312,0.458,0.615,0.704,0.659,0.503,2.25
Gonda,2011,0.418,0.476,0.698,0.743,0.62,0.474,2.3
Gonda,2012,0.309,0.431,0.661,0.753,0.654,0.494,2.36
Gonda,2013,0.47,0.509,0.695,0.741,0.714,0.511,2.45
Gonda,2014,0.341,0.466,0.682,0.719,0.653,0.457,2.07
Gonda,2015,0.354,0.547,0.636,0.707,0.642,0.43,2.06
Gonda,2016,0.398,0.526,0.736,0.721,0.647,0.444,2.31
Gonda,2017,0.415,0.561,0.678,0.788,0.657,0.499,2.35
Gonda,2018,0.378,0.516,0.644,0.775,0.653,0.497,2.38
Gonda,2019,0.371,0.51,0.607,0.763,0.746,0.523,2.58
Gorakhpur,2006,0.295,0.39,0.625,0.693,0.619,0.368,1.7
Gorakhpur,2007,0.292,0.327,0.502,0.607,0.558,0.368,1.89
Gorakhpur,2008,0.273,0.326,0.52,0.604,0.536,0.359,1.94
Gorakhpur,2009,0.26,0.391,0.629,0.694,0.587,0.378,1.82
Gorakhpur,2010,0.22,0.361,0.548,0.646,0.615,0.441,2.03
Gorakhpur,2011,0.317,0.391,0.629,0.694,0.588,0.378,2.18
Gorakhpur,2012,0.221,0.27,0.66,0.694,0.575,0.394,2.28
Gorakhpur,2013,0.283,0.338,0.61,0.675,0.619,0.422,2.4
Gorakhpur,2014,0.261,0.41,0.637,0.699,0.633,0.405,2.21
Gorakhpur,2015,0.272,0.497,0.592,0.668,0.558,0.372,1.39
Gorakhpur,2016,0.281,0.372,0.721,0.712,0.614,0.384,1.85
Gorakhpur,2017,0.298,0.429,0.626,0.683,0.57,0.395,2.55
Gorakhpur,2018,0.276,0.392,0.628,0.724,0.556,0.354,2.67
Gorakhpur,2019,0.242,0.326,0.497,0.724,0.679,0.44,2.8
Hamirpur,2006,0.196,0.295,0.545,0.46,0.327,0.381,0.85
Hamirpur,2007,0.198,0.247,0.479,0.502,0.32,0.301,0.49
Hamirpur,2008,0.246,0.457,0.573,0.449,0.323,0.374,1.29
Hamirpur,2009,0.184,0.282,0.444,0.539,0.355,0.47,0.95
Hamirpur,2010,0.192,0.348,0.575,0.547,0.372,0.4,1.11
Hamirpur,2011,0.203,0.282,0.444,0.539,0.355,0.47,1.57
Hamirpur,2012,0.192,0.262,0.533,0.558,0.384,0.37,1.87
Hamirpur,2013,0.238,0.418,0.574,0.515,0.409,0.439,1.81
Hamirpur,2014,0.239,0.236,0.506,0.533,0.378,0.351,1.61
Hamirpur,2015,0.221,0.301,0.575,0.508,0.354,0.284,1.15
Hamirpur,2016,0.199,0.325,0.561,0.518,0.358,0.366,1.78
Hamirpur,2017,0.215,0.37,0.559,0.477,0.343,0.389,1.95
Hamirpur,2018,0.201,0.26,0.534,0.633,0.389,0.337,2.07
Hamirpur,2019,0.229,0.347,0.574,0.637,0.543,0.412,2.53
Jalaun,2006,0.206,0.3,0.542,0.472,0.305,0.319,0.82
Jalaun,2007,0.227,0.279,0.49,0.511,0.323,0.26,0.56
Jalaun,2008,0.246,0.392,0.53,0.416,0.33,0.379,1.15
Jalaun,2009,0.191,0.268,0.436,0.527,0.349,0.395,1.01
Jalaun,2010,0.189,0.283,0.509,0.503,0.335,0.359,1.35
Jalaun,2011,0.21,0.268,0.436,0.527,0.349,0.395,1.84
Jalaun,2012,0.213,0.261,0.509,0.555,0.41,0.329,1.08
Jalaun,2013,0.261,0.403,0.49,0.463,0.413,0.42,1.8
Jalaun,2014,0.233,0.241,0.489,0.506,0.372,0.363,1.75
Jalaun,2015,0.21,0.272,0.583,0.569,0.338,0.261,1.79
Jalaun,2016,0.194,0.324,0.519,0.479,0.331,0.361,1.55
Jalaun,2017,0.221,0.305,0.569,0.523,0.365,0.359,1.26
Jalaun,2018,0.221,0.261,0.416,0.517,0.396,0.382,2.16
Jalaun,2019,0.265,0.3,0.492,0.631,0.548,0.429,2.56
Jaunpur,2006,0.292,0.381,0.647,0.671,0.57,0.421,1.85
Jaunpur,2007,0.271,0.373,0.596,0.672,0.619,0.436,1.92
Jaunpur,2008,0.265,0.407,0.633,0.666,0.523,0.393,2.15
Jaunpur,2009,0.256,0.361,0.643,0.712,0.565,0.434,1.97
Jaunpur,2010,0.248,0.393,0.597,0.679,0.594,0.464,2.09
Jaunpur,2011,0.276,0.362,0.644,0.713,0.565,0.434,2.24
Jaunpur,2012,0.227,0.334,0.632,0.711,0.578,0.419,2.34
Jaunpur,2013,0.28,0.446,0.674,0.703,0.61,0.437,2.29
Jaunpur,2014,0.28,0.383,0.611,0.676,0.6,0.423,2.41
Jaunpur,2015,0.285,0.486,0.64,0.668,0.554,0.4,1.76
Jaunpur,2016,0.283,0.354,0.642,0.716,0.637,0.43,2.34
Jaunpur,2017,0.282,0.394,0.697,0.73,0.592,0.421,2.31
Jaunpur,2018,0.273,0.36,0.583,0.734,0.594,0.428,2.48
Jaunpur,2019,0.258,0.347,0.553,0.684,0.71,0.472,2.8
Jhansi,2006,0.206,0.259,0.625,0.565,0.315,0.318,1.26
Jhansi,2007,0.217,0.295,0.552,0.526,0.308,0.263,0.76
Jhansi,2008,0.234,0.383,0.581,0.459,0.344,0.41,1.89
Jhansi,2009,0.198,0.282,0.511,0.556,0.365,0.466,1.74
Jhansi,2010,0.2,0.313,0.589,0.552,0.353,0.385,2.29
Jhansi,2011,0.214,0.282,0.511,0.556,0.364,0.466,2.01
Jhansi,2012,0.199,0.286,0.503,0.592,0.438,0.356,1.98
Jhansi,2013,0.241,0.418,0.551,0.567,0.429,0.448,1.95
Jhansi,2014,0.233,0.293,0.555,0.574,0.407,0.354,1.85
Jhansi,2015,0.226,0.299,0.631,0.583,0.357,0.298,1.78
Jhansi,2016,0.203,0.399,0.592,0.582,0.365,0.337,1.37
Jhansi,2017,0.22,0.332,0.69,0.596,0.412,0.345,1.71
Jhansi,2018,0.218,0.273,0.567,0.634,0.485,0.361,1.99
Jhansi,2019,0.243,0.328,0.574,0.729,0.623,0.424,2.37
Kannauj,2006,0.285,0.423,0.564,0.504,0.381,0.43,2.4
Kannauj,2007,0.228,0.27,0.469,0.532,0.367,0.365,2.64
Kannauj,2008,0.305,0.402,0.573,0.501,0.38,0.427,2.72
Kannauj,2009,0.23,0.279,0.502,0.564,0.38,0.427,2.66
Kannauj,2010,0.255,0.362,0.584,0.585,0.389,0.444,2.79
Kannauj,2011,0.291,0.279,0.501,0.564,0.379,0.427,2.8
Kannauj,2012,0.259,0.315,0.544,0.573,0.418,0.449,3.03
Kannauj,2013,0.364,0.549,0.586,0.565,0.446,0.479,2.95
Kannauj,2014,0.319,0.314,0.533,0.504,0.398,0.497,2.38
Kannauj,2015,0.313,0.379,0.592,0.505,0.373,0.424,2.35
Kannauj,2016,0.32,0.345,0.59,0.519,0.354,0.474,2.67
Kannauj,2017,0.375,0.436,0.593,0.574,0.445,0.457,3.19
Kannauj,2018,0.328,0.336,0.525,0.545,0.393,0.505,2.67
Kannauj,2019,0.363,0.402,0.555,0.599,0.537,0.56,4
Kanpur Dehat,2006,0.208,0.332,0.512,0.59,0.462,0.368,1.89
Kanpur Dehat,2007,0.189,0.287,0.44,0.59,0.481,0.344,2.03
Kanpur Dehat,2008,0.278,0.339,0.528,0.52,0.474,0.425,2.39
Kanpur Dehat,2009,0.188,0.228,0.469,0.609,0.508,0.407,2.25
Kanpur Dehat,2010,0.2,0.308,0.478,0.649,0.534,0.455,2.3
Kanpur Dehat,2011,0.225,0.228,0.469,0.609,0.508,0.407,2.68
Kanpur Dehat,2012,0.195,0.284,0.518,0.651,0.533,0.385,3.01
Kanpur Dehat,2013,0.261,0.432,0.584,0.643,0.583,0.42,2.71
Kanpur Dehat,2014,0.241,0.225,0.517,0.631,0.533,0.348,2.47
Kanpur Dehat,2015,0.229,0.336,0.569,0.6,0.466,0.364,2.63
Kanpur Dehat,2016,0.266,0.322,0.572,0.656,0.504,0.371,3.17
Kanpur Dehat,2017,0.269,0.395,0.604,0.668,0.547,0.374,2.98
Kanpur Dehat,2018,0.227,0.262,0.445,0.638,0.536,0.394,3.61
Kanpur Dehat,2019,0.263,0.3,0.557,0.707,0.683,0.441,3.48
Kanpur Nagar,2006,0.226,0.352,0.569,0.543,0.399,0.38,1.62
Kanpur Nagar,2007,0.204,0.299,0.55,0.571,0.429,0.36,1.89
Kanpur Nagar,2008,0.308,0.41,0.56,0.513,0.44,0.427,2.17
Kanpur Nagar,2009,0.217,0.277,0.544,0.597,0.494,0.417,2.3
Kanpur Nagar,2010,0.227,0.391,0.569,0.635,0.487,0.428,2.25
Kanpur Nagar,2011,0.254,0.277,0.544,0.597,0.494,0.417,2.71
Kanpur Nagar,2012,0.216,0.328,0.581,0.622,0.496,0.411,2.34
Kanpur Nagar,2013,0.306,0.492,0.595,0.607,0.549,0.446,2.56
Kanpur Nagar,2014,0.264,0.275,0.519,0.561,0.475,0.397,2.32
Kanpur Nagar,2015,0.249,0.349,0.55,0.526,0.422,0.364,2.27
Kanpur Nagar,2016,0.289,0.353,0.594,0.588,0.487,0.407,2.94
Kanpur Nagar,2017,0.298,0.398,0.56,0.598,0.512,0.41,3
Kanpur Nagar,2018,0.253,0.325,0.49,0.605,0.481,0.417,2.79
Kanpur Nagar,2019,0.279,0.344,0.557,0.639,0.634,0.463,3.43
Kaushambi,2006,0.229,0.334,0.595,0.646,0.564,0.399,1.52
Kaushambi,2007,0.252,0.32,0.568,0.643,0.578,0.413,1.58
Kaushambi,2008,0.33,0.457,0.512,0.607,0.519,0.405,2.11
Kaushambi,2009,0.262,0.324,0.498,0.627,0.526,0.428,1.83
Kaushambi,2010,0.239,0.434,0.525,0.638,0.531,0.448,1.99
Kaushambi,2011,0.249,0.324,0.498,0.627,0.526,0.428,2.43
Kaushambi,2012,0.228,0.308,0.587,0.657,0.518,0.404,2.18
Kaushambi,2013,0.331,0.417,0.584,0.645,0.544,0.449,2.21
Kaushambi,2014,0.277,0.325,0.55,0.643,0.586,0.393,2.16
Kaushambi,2015,0.283,0.409,0.599,0.615,0.489,0.326,2.12
Kaushambi,2016,0.275,0.377,0.626,0.72,0.586,0.433,2.33
Kaushambi,2017,0.279,0.366,0.591,0.723,0.57,0.406,2.41
Kaushambi,2018,0.27,0.316,0.478,0.713,0.57,0.424,2.39
Kaushambi,2019,0.264,0.333,0.526,0.7,0.691,0.455,2.53
Kheri,2006,0.445,0.568,0.73,0.741,0.62,0.472,2.05
Kheri,2007,0.439,0.537,0.686,0.711,0.631,0.482,2.07
Kheri,2008,0.443,0.529,0.703,0.708,0.562,0.434,1.78
Kheri,2009,0.356,0.576,0.701,0.74,0.6,0.46,1.97
Kheri,2010,0.391,0.549,0.656,0.696,0.615,0.487,2.17
Kheri,2011,0.464,0.576,0.701,0.741,0.6,0.46,2.4
Kheri,2012,0.349,0.562,0.709,0.753,0.64,0.497,2.56
Kheri,2013,0.505,0.581,0.683,0.721,0.666,0.485,2.7
Kheri,2014,0.37,0.562,0.685,0.735,0.639,0.474,2.72
Kheri,2015,0.413,0.631,0.697,0.726,0.647,0.499,2.63
Kheri,2016,0.466,0.579,0.74,0.759,0.632,0.48,2.77
Kheri,2017,0.502,0.668,0.72,0.768,0.663,0.522,3.13
Kheri,2018,0.451,0.623,0.727,0.734,0.647,0.498,3.38
Kheri,2019,0.451,0.64,0.703,0.781,0.664,0.556,3.24
Kushi Nagar,2006,0.404,0.558,0.705,0.743,0.618,0.471,2.21
Kushi Nagar,2007,0.372,0.471,0.634,0.716,0.644,0.464,2.51
Kushi Nagar,2008,0.378,0.52,0.679,0.704,0.603,0.404,2.58
Kushi Nagar,2009,0.385,0.525,0.691,0.746,0.602,0.432,2.16
Kushi Nagar,2010,0.357,0.548,0.631,0.7,0.682,0.498,2.33
Kushi Nagar,2011,0.385,0.526,0.691,0.746,0.602,0.432,2.39
Kushi Nagar,2012,0.306,0.457,0.73,0.751,0.661,0.469,2.47
Kushi Nagar,2013,0.418,0.526,0.669,0.747,0.705,0.489,2.62
Kushi Nagar,2014,0.384,0.532,0.7,0.734,0.668,0.455,2.14
Kushi Nagar,2015,0.393,0.563,0.653,0.729,0.654,0.517,1.58
Kushi Nagar,2016,0.423,0.546,0.755,0.737,0.653,0.482,2.01
Kushi Nagar,2017,0.444,0.574,0.654,0.787,0.704,0.519,2.75
Kushi Nagar,2018,0.42,0.538,0.7,0.765,0.635,0.478,2.52
Kushi Nagar,2019,0.406,0.506,0.606,0.762,0.749,0.539,2.9
Lalitpur,2006,0.256,0.305,0.672,0.642,0.389,0.424,0.72
Lalitpur,2007,0.271,0.477,0.689,0.641,0.408,0.344,0.3
Lalitpur,2008,0.268,0.371,0.658,0.572,0.391,0.444,0.75
Lalitpur,2009,0.239,0.384,0.716,0.671,0.435,0.465,0.62
Lalitpur,2010,0.233,0.384,0.716,0.692,0.414,0.42,0.66
Lalitpur,2011,0.247,0.384,0.716,0.671,0.435,0.465,0.69
Lalitpur,2012,0.23,0.357,0.609,0.705,0.483,0.369,1.09
Lalitpur,2013,0.314,0.568,0.645,0.647,0.46,0.415,0.71
Lalitpur,2014,0.256,0.313,0.654,0.725,0.443,0.353,0.78
Lalitpur,2015,0.258,0.338,0.745,0.641,0.34,0.328,0.64
Lalitpur,2016,0.239,0.422,0.635,0.639,0.382,0.403,0.65
Lalitpur,2017,0.266,0.367,0.732,0.61,0.422,0.444,0.46
Lalitpur,2018,0.24,0.305,0.64,0.657,0.455,0.363,0.74
Lalitpur,2019,0.263,0.351,0.61,0.724,0.579,0.423,0.55
Lucknow,2006,0.419,0.474,0.595,0.606,0.506,0.406,1.94
Lucknow,2007,0.405,0.438,0.575,0.636,0.557,0.384,1.83
Lucknow,2008,0.435,0.483,0.555,0.613,0.517,0.412,2.11
Lucknow,2009,0.318,0.431,0.615,0.659,0.563,0.43,2.19
Lucknow,2010,0.332,0.449,0.573,0.665,0.57,0.459,1.91
Lucknow,2011,0.339,0.431,0.615,0.659,0.563,0.43,2.01
Lucknow,2012,0.289,0.341,0.623,0.689,0.599,0.385,2.05
Lucknow,2013,0.453,0.494,0.616,0.658,0.629,0.412,2.03
Lucknow,2014,0.317,0.418,0.597,0.638,0.609,0.463,2.33
Lucknow,2015,0.319,0.486,0.635,0.627,0.532,0.401,2.03
Lucknow,2016,0.338,0.405,0.659,0.675,0.57,0.42,1.95
Lucknow,2017,0.327,0.463,0.655,0.702,0.613,0.432,2.71
Lucknow,2018,0.332,0.446,0.528,0.649,0.555,0.417,2.72
Lucknow,2019,0.352,0.42,0.546,0.638,0.68,0.49,2.44
Maharajganj,2006,0.325,0.544,0.726,0.78,0.634,0.395,2.31
Maharajganj,2007,0.339,0.413,0.688,0.746,0.673,0.423,2.22
Maharajganj,2008,0.334,0.413,0.666,0.763,0.668,0.386,2.31
Maharajganj,2009,0.301,0.555,0.717,0.79,0.69,0.403,2.43
Maharajganj,2010,0.282,0.496,0.701,0.764,0.718,0.437,2.17
Maharajganj,2011,0.311,0.555,0.716,0.79,0.69,0.403,2.39
Maharajganj,2012,0.264,0.414,0.761,0.797,0.67,0.429,2.46
Maharajganj,2013,0.347,0.442,0.757,0.807,0.736,0.426,2.47
Maharajganj,2014,0.308,0.485,0.756,0.801,0.686,0.453,2.45
Maharajganj,2015,0.317,0.605,0.734,0.788,0.671,0.476,2.46
Maharajganj,2016,0.323,0.486,0.803,0.817,0.698,0.411,2.54
Maharajganj,2017,0.351,0.558,0.705,0.807,0.672,0.464,2.49
Maharajganj,2018,0.348,0.518,0.76,0.831,0.612,0.414,2.93
Maharajganj,2019,0.3,0.429,0.653,0.863,0.798,0.502,2.81
Mahoba,2006,0.223,0.296,0.548,0.492,0.327,0.395,0.85
Mahoba,2007,0.22,0.284,0.514,0.552,0.334,0.285,0.49
Mahoba,2008,0.237,0.398,0.59,0.493,0.351,0.361,1.29
Mahoba,2009,0.202,0.31,0.539,0.543,0.36,0.472,0.96
Mahoba,2010,0.204,0.35,0.581,0.556,0.371,0.395,1.12
Mahoba,2011,0.215,0.31,0.539,0.544,0.36,0.472,1.55
Mahoba,2012,0.204,0.29,0.546,0.597,0.415,0.369,1.88
Mahoba,2013,0.244,0.406,0.609,0.557,0.415,0.442,1.79
Mahoba,2014,0.251,0.247,0.529,0.554,0.412,0.349,1.58
Mahoba,2015,0.23,0.311,0.582,0.519,0.343,0.292,1.17
Mahoba,2016,0.193,0.35,0.586,0.586,0.355,0.328,1.78
Mahoba,2017,0.218,0.331,0.7,0.603,0.427,0.345,1.94
Mahoba,2018,0.209,0.292,0.596,0.673,0.473,0.351,2.07
Mahoba,2019,0.237,0.346,0.629,0.671,0.574,0.415,2.53
Mainpuri,2006,0.272,0.367,0.54,0.559,0.444,0.381,2.51
Mainpuri,2007,0.255,0.332,0.452,0.571,0.446,0.363,2.44
Mainpuri,2008,0.389,0.449,0.526,0.516,0.458,0.395,2.5
Mainpuri,2009,0.244,0.316,0.471,0.579,0.476,0.389,2.27
Mainpuri,2010,0.269,0.399,0.502,0.629,0.484,0.385,2.43
Mainpuri,2011,0.29,0.316,0.471,0.579,0.475,0.388,2.62
Mainpuri,2012,0.268,0.373,0.569,0.624,0.502,0.388,2.63
Mainpuri,2013,0.34,0.535,0.567,0.604,0.527,0.408,2.64
Mainpuri,2014,0.28,0.335,0.559,0.627,0.496,0.369,2.61
Mainpuri,2015,0.298,0.378,0.612,0.611,0.461,0.393,2.64
Mainpuri,2016,0.321,0.361,0.584,0.617,0.456,0.378,2.53
Mainpuri,2017,0.368,0.416,0.6,0.676,0.538,0.373,3.01
Mainpuri,2018,0.293,0.301,0.523,0.644,0.52,0.392,3.27
Mainpuri,2019,0.332,0.363,0.521,0.718,0.604,0.425,2.68
Mathura,2006,0.24,0.335,0.571,0.511,0.338,0.291,2.09
Mathura,2007,0.253,0.388,0.56,0.54,0.375,0.26,2.45
Mathura,2008,0.301,0.463,0.606,0.502,0.381,0.362,2.63
Mathura,2009,0.206,0.251,0.469,0.577,0.439,0.346,2.16
Mathura,2010,0.237,0.398,0.593,0.603,0.48,0.319,2.15
Mathura,2011,0.241,0.251,0.469,0.577,0.439,0.346,2.27
Mathura,2012,0.197,0.326,0.53,0.632,0.463,0.365,2.47
Mathura,2013,0.244,0.402,0.609,0.594,0.496,0.344,2.4
Mathura,2014,0.227,0.315,0.526,0.613,0.466,0.301,2.32
Mathura,2015,0.27,0.388,0.62,0.577,0.447,0.291,2.22
Mathura,2016,0.262,0.386,0.626,0.609,0.425,0.323,2.31
Mathura,2017,0.29,0.388,0.525,0.573,0.406,0.356,1.81
Mathura,2018,0.244,0.354,0.566,0.636,0.487,0.362,0.98
Mathura,2019,0.273,0.329,0.522,0.683,0.551,0.385,1.98
Mau,2006,0.329,0.386,0.608,0.695,0.652,0.423,1.04
Mau,2007,0.281,0.366,0.54,0.695,0.65,0.414,1.8
Mau,2008,0.265,0.326,0.5,0.688,0.589,0.382,2
Mau,2009,0.256,0.344,0.645,0.723,0.586,0.421,1.46
Mau,2010,0.236,0.358,0.568,0.688,0.653,0.51,1.85
Mau,2011,0.322,0.344,0.644,0.722,0.586,0.421,2.38
Mau,2012,0.22,0.296,0.631,0.728,0.618,0.459,2.14
Mau,2013,0.294,0.408,0.604,0.701,0.672,0.46,2.1
Mau,2014,0.267,0.424,0.597,0.698,0.648,0.425,1.76
Mau,2015,0.28,0.472,0.565,0.682,0.609,0.444,1.46
Mau,2016,0.322,0.432,0.734,0.75,0.66,0.395,2.29
Mau,2017,0.306,0.375,0.62,0.761,0.631,0.431,2.39
Mau,2018,0.277,0.32,0.536,0.749,0.612,0.413,2.44
Mau,2019,0.262,0.343,0.475,0.67,0.723,0.451,2.67
Meerut,2006,0.485,0.657,0.733,0.655,0.566,0.507,2.52
Meerut,2007,0.517,0.653,0.686,0.656,0.553,0.47,2.36
Meerut,2008,0.49,0.602,0.712,0.669,0.581,0.48,2.3
Meerut,2009,0.416,0.629,0.661,0.7,0.589,0.467,2.56
Meerut,2010,0.418,0.607,0.698,0.674,0.558,0.489,2.19
Meerut,2011,0.528,0.629,0.661,0.7,0.589,0.467,2.61
Meerut,2012,0.417,0.556,0.671,0.723,0.607,0.503,2.75
Meerut,2013,0.517,0.661,0.692,0.649,0.64,0.517,2.71
Meerut,2014,0.461,0.569,0.679,0.663,0.598,0.475,2.97
Meerut,2015,0.444,0.665,0.705,0.65,0.604,0.507,2.91
Meerut,2016,0.507,0.673,0.722,0.68,0.585,0.518,2.65
Meerut,2017,0.564,0.734,0.738,0.71,0.619,0.496,2.93
Meerut,2018,0.523,0.669,0.713,0.694,0.607,0.535,2.84
Meerut,2019,0.575,0.714,0.697,0.747,0.651,0.573,2.92
Mirzapur,2006,0.248,0.352,0.558,0.663,0.614,0.437,1.95
Mirzapur,2007,0.255,0.331,0.559,0.648,0.617,0.468,1.42
Mirzapur,2008,0.248,0.429,0.599,0.639,0.577,0.419,2.04
Mirzapur,2009,0.218,0.381,0.5,0.613,0.551,0.462,1.55
Mirzapur,2010,0.205,0.414,0.543,0.66,0.619,0.521,2.07
Mirzapur,2011,0.214,0.381,0.5,0.613,0.551,0.462,2.17
Mirzapur,2012,0.21,0.331,0.569,0.71,0.623,0.511,2.34
Mirzapur,2013,0.273,0.409,0.592,0.668,0.651,0.538,2.3
Mirzapur,2014,0.257,0.36,0.512,0.676,0.664,0.495,2.32
Mirzapur,2015,0.254,0.435,0.585,0.649,0.575,0.437,1.74
Mirzapur,2016,0.227,0.359,0.529,0.684,0.673,0.476,2.64
Mirzapur,2017,0.254,0.404,0.653,0.693,0.621,0.477,2.55
Mirzapur,2018,0.232,0.304,0.518,0.696,0.623,0.503,2.86
Mirzapur,2019,0.23,0.354,0.49,0.729,0.71,0.545,3.03
Moradabad,2006,0.485,0.483,0.656,0.723,0.644,0.449,2.09
Moradabad,2007,0.539,0.528,0.635,0.718,0.646,0.459,2.34
Moradabad,2008,0.482,0.528,0.692,0.68,0.573,0.412,2.22
Moradabad,2009,0.36,0.457,0.689,0.773,0.633,0.421,2.32
Moradabad,2010,0.387,0.524,0.643,0.73,0.551,0.406,1.79
Moradabad,2011,0.502,0.457,0.689,0.773,0.633,0.422,2.15
Moradabad,2012,0.406,0.404,0.674,0.764,0.639,0.454,2.38
Moradabad,2013,0.574,0.592,0.686,0.718,0.706,0.456,2.18
Moradabad,2014,0.401,0.463,0.646,0.718,0.616,0.429,2.34
Moradabad,2015,0.416,0.609,0.732,0.706,0.61,0.449,2.34
Moradabad,2016,0.444,0.596,0.744,0.735,0.546,0.449,2.3
Moradabad,2017,0.465,0.587,0.73,0.762,0.621,0.471,2.31
Moradabad,2018,0.443,0.524,0.712,0.702,0.608,0.487,2.5
Moradabad,2019,0.49,0.55,0.663,0.805,0.666,0.513,2.76
Muzaffar Nagar,2006,0.501,0.706,0.747,0.692,0.608,0.537,2.25
Muzaffar Nagar,2007,0.482,0.686,0.726,0.675,0.588,0.513,2.51
Muzaffar Nagar,2008,0.534,0.637,0.678,0.676,0.581,0.511,2.35
Muzaffar Nagar,2009,0.455,0.664,0.714,0.738,0.625,0.498,2.6
Muzaffar Nagar,2010,0.47,0.656,0.707,0.711,0.592,0.518,2.23
Muzaffar Nagar,2011,0.552,0.664,0.714,0.738,0.625,0.498,2.34
Muzaffar Nagar,2012,0.436,0.585,0.728,0.738,0.632,0.534,2.5
Muzaffar Nagar,2013,0.517,0.702,0.71,0.658,0.682,0.546,2.34
Muzaffar Nagar,2014,0.475,0.622,0.724,0.7,0.648,0.511,2.41
Muzaffar Nagar,2015,0.471,0.721,0.741,0.695,0.661,0.556,2.6
Muzaffar Nagar,2016,0.531,0.693,0.755,0.716,0.634,0.563,2.23
Muzaffar Nagar,2017,0.591,0.757,0.766,0.732,0.658,0.507,2.57
Muzaffar Nagar,2018,0.584,0.686,0.754,0.73,0.646,0.562,2.15
Muzaffar Nagar,2019,0.589,0.74,0.747,0.794,0.696,0.601,2.73
Pilhibhit,2006,0.453,0.48,0.771,0.775,0.661,0.428,2.4
Pilhibhit,2007,0.464,0.527,0.72,0.746,0.605,0.423,2.84
Pilhibhit,2008,0.413,0.464,0.715,0.737,0.561,0.401,2.24
Pilhibhit,2009,0.322,0.513,0.704,0.787,0.6,0.433,2.6
Pilhibhit,2010,0.346,0.491,0.661,0.742,0.606,0.421,2.48
Pilhibhit,2011,0.468,0.513,0.704,0.787,0.6,0.433,2.8
Pilhibhit,2012,0.35,0.466,0.729,0.789,0.635,0.461,2.77
Pilhibhit,2013,0.503,0.587,0.719,0.747,0.676,0.435,2.8
Pilhibhit,2014,0.369,0.527,0.737,0.774,0.627,0.416,2.63
Pilhibhit,2015,0.411,0.623,0.714,0.776,0.591,0.424,3.01
Pilhibhit,2016,0.418,0.543,0.768,0.767,0.555,0.462,3.13
Pilhibhit,2017,0.424,0.649,0.777,0.795,0.643,0.482,3.28
Pilhibhit,2018,0.417,0.524,0.747,0.768,0.653,0.461,3.09
Pilhibhit,2019,0.421,0.606,0.73,0.828,0.652,0.534,3.39
Pratapgarh,2006,0.301,0.385,0.633,0.653,0.562,0.412,1.87
Pratapgarh,2007,0.31,0.359,0.602,0.682,0.633,0.422,1.92
Pratapgarh,2008,0.29,0.431,0.586,0.661,0.551,0.403,2.18
Pratapgarh,2009,0.295,0.39,0.641,0.709,0.575,0.438,2.13
Pratapgarh,2010,0.282,0.406,0.583,0.685,0.584,0.465,2
Pratapgarh,2011,0.303,0.39,0.641,0.709,0.575,0.438,2.32
Pratapgarh,2012,0.249,0.334,0.637,0.721,0.592,0.417,2.43
Pratapgarh,2013,0.384,0.468,0.644,0.719,0.651,0.453,2.4
