District,Year,june,july,august,september,october,Yield
Kushi Nagar,2014,0.384,0.532,0.7,0.734,0.668,60.17
Kushi Nagar,2015,0.393,0.563,0.653,0.729,0.654,62.66
Kushi Nagar,2016,0.423,0.546,0.755,0.737,0.653,66.9
Kushi Nagar,2017,0.444,0.574,0.654,0.787,0.704,73.54
Kushi Nagar,2018,0.42,0.538,0.7,0.765,0.635,77.62
Lalitpur,2006,0.256,0.305,0.672,0.642,0.389,38.53
Lalitpur,2007,0.271,0.477,0.689,0.641,0.408,19.95
Lalitpur,2008,0.268,0.371,0.658,0.572,0.391,23.07
Lalitpur,2009,0.239,0.384,0.716,0.671,0.435,32.05
Lalitpur,2010,0.233,0.384,0.716,0.692,0.414,37.68
Lalitpur,2011,0.247,0.384,0.716,0.671,0.435,40.58
Lalitpur,2012,0.23,0.357,0.609,0.705,0.483,37.16
Lalitpur,2013,0.314,0.568,0.645,0.647,0.46,40.16
Lalitpur,2014,0.256,0.313,0.654,0.725,0.443,40.42
Lalitpur,2015,0.258,0.338,0.745,0.641,0.34,34.42
Lalitpur,2016,0.239,0.422,0.635,0.639,0.382,38.05
Lalitpur,2017,0.266,0.367,0.732,0.61,0.422,39.42
Lalitpur,2018,0.24,0.305,0.64,0.657,0.455,37.14
Lucknow,2006,0.419,0.474,0.595,0.606,0.506,56.59
Lucknow,2007,0.405,0.438,0.575,0.636,0.557,54.07
Lucknow,2008,0.435,0.483,0.555,0.613,0.517,50.72
Lucknow,2009,0.318,0.431,0.615,0.659,0.563,53.26
Lucknow,2010,0.332,0.449,0.573,0.665,0.57,55.37
Lucknow,2011,0.339,0.431,0.615,0.659,0.563,55.91
Lucknow,2012,0.289,0.341,0.623,0.689,0.599,61.33
Lucknow,2013,0.453,0.494,0.616,0.658,0.629,62.71
Lucknow,2014,0.317,0.418,0.597,0.638,0.609,65.91
Lucknow,2015,0.319,0.486,0.635,0.627,0.532,65.98
Lucknow,2016,0.338,0.405,0.659,0.675,0.57,71.35
Lucknow,2017,0.327,0.463,0.655,0.702,0.613,78.09
Lucknow,2018,0.332,0.446,0.528,0.649,0.555,82.16
Maharajganj,2006,0.325,0.544,0.726,0.78,0.634,50.35
Maharajganj,2007,0.339,0.413,0.688,0.746,0.673,56.1
Maharajganj,2008,0.334,0.413,0.666,0.763,0.668,52.21
Maharajganj,2009,0.301,0.555,0.717,0.79,0.69,51.17
Maharajganj,2010,0.282,0.496,0.701,0.764,0.718,56.88
Maharajganj,2011,0.311,0.555,0.716,0.79,0.69,59.64
Maharajganj,2012,0.264,0.414,0.761,0.797,0.67,60.73
Maharajganj,2013,0.347,0.442,0.757,0.807,0.736,61.02
Maharajganj,2014,0.308,0.485,0.756,0.801,0.686,59.76
Maharajganj,2015,0.317,0.605,0.734,0.788,0.671,60.13
Maharajganj,2016,0.323,0.486,0.803,0.817,0.698,64.2
Maharajganj,2017,0.351,0.558,0.705,0.807,0.672,65.83
Maharajganj,2018,0.348,0.518,0.76,0.831,0.612,67.8
Mahoba,2006,0.223,0.296,0.548,0.492,0.327,42.66
Mahoba,2007,0.22,0.284,0.514,0.552,0.334,26.42
Mahoba,2008,0.237,0.398,0.59,0.493,0.351,40.74
Mahoba,2009,0.202,0.31,0.539,0.543,0.36,40.09
Mahoba,2010,0.204,0.35,0.581,0.556,0.371,49.27
Mahoba,2011,0.215,0.31,0.539,0.544,0.36,48.11
Mahoba,2012,0.204,0.29,0.546,0.597,0.415,37.15
Mahoba,2013,0.244,0.406,0.609,0.557,0.415,44.67
Mahoba,2014,0.251,0.247,0.529,0.554,0.412,40.44
Mahoba,2015,0.23,0.311,0.582,0.519,0.343,36.69
Mahoba,2016,0.193,0.35,0.586,0.586,0.355,42.95
Mahoba,2017,0.218,0.331,0.7,0.603,0.427,38.33
Mahoba,2018,0.209,0.292,0.596,0.673,0.473,39
Mainpuri,2006,0.272,0.367,0.54,0.559,0.444,53.84
Mainpuri,2007,0.255,0.332,0.452,0.571,0.446,52.53
Mainpuri,2008,0.389,0.449,0.526,0.516,0.458,51.15
Mainpuri,2009,0.244,0.316,0.471,0.579,0.476,43.2
Mainpuri,2010,0.269,0.399,0.502,0.629,0.484,50.9
Mainpuri,2011,0.29,0.316,0.471,0.579,0.475,47.47
Mainpuri,2012,0.268,0.373,0.569,0.624,0.502,45.35
Mainpuri,2013,0.34,0.535,0.567,0.604,0.527,47.99
Mainpuri,2014,0.28,0.335,0.559,0.627,0.496,42.11
Mainpuri,2015,0.298,0.378,0.612,0.611,0.461,46.7
Mainpuri,2016,0.321,0.361,0.584,0.617,0.456,53.6
Mainpuri,2017,0.368,0.416,0.6,0.676,0.538,56.68
Mainpuri,2018,0.293,0.301,0.523,0.644,0.52,54.87
Mathura,2006,0.24,0.335,0.571,0.511,0.338,44.29
Mathura,2007,0.253,0.388,0.56,0.54,0.375,48.46
Mathura,2008,0.301,0.463,0.606,0.502,0.381,43.92
Mathura,2009,0.206,0.251,0.469,0.577,0.439,43.2
Mathura,2010,0.237,0.398,0.593,0.603,0.48,50.9
Mathura,2011,0.241,0.251,0.469,0.577,0.439,47.48
Mathura,2012,0.197,0.326,0.53,0.632,0.463,45.35
Mathura,2013,0.244,0.402,0.609,0.594,0.496,47.99
Mathura,2014,0.227,0.315,0.526,0.613,0.466,42.11
Mathura,2015,0.27,0.388,0.62,0.577,0.447,46.7
Mathura,2016,0.262,0.386,0.626,0.609,0.425,53.6
Mathura,2017,0.29,0.388,0.525,0.573,0.406,56.68
Mathura,2018,0.244,0.354,0.566,0.636,0.487,54.86
Mau,2006,0.329,0.386,0.608,0.695,0.652,38.28
Mau,2007,0.281,0.366,0.54,0.695,0.65,40.9
Mau,2008,0.265,0.326,0.5,0.688,0.589,39.77
Mau,2009,0.256,0.344,0.645,0.723,0.586,41.91
Mau,2010,0.236,0.358,0.568,0.688,0.653,43.06
Mau,2011,0.322,0.344,0.644,0.722,0.586,44.59
Mau,2012,0.22,0.296,0.631,0.728,0.618,47.87
Mau,2013,0.294,0.408,0.604,0.701,0.672,51.22
Mau,2014,0.267,0.424,0.597,0.698,0.648,51.8
Mau,2015,0.28,0.472,0.565,0.682,0.609,52.81
Mau,2016,0.322,0.432,0.734,0.75,0.66,58.17
Mau,2017,0.306,0.375,0.62,0.761,0.631,60.6
Mau,2018,0.277,0.32,0.536,0.749,0.612,63.4
Meerut,2006,0.485,0.657,0.733,0.655,0.566,69.3
Meerut,2007,0.517,0.653,0.686,0.656,0.553,69.57
Meerut,2008,0.49,0.602,0.712,0.669,0.581,63.5
Meerut,2009,0.416,0.629,0.661,0.7,0.589,65.61
Meerut,2010,0.418,0.607,0.698,0.674,0.558,66
Meerut,2011,0.528,0.629,0.661,0.7,0.589,63.08
Meerut,2012,0.417,0.556,0.671,0.723,0.607,68.08
Meerut,2013,0.517,0.661,0.692,0.649,0.64,71.15
Meerut,2014,0.461,0.569,0.679,0.663,0.598,78.49
Meerut,2015,0.444,0.665,0.705,0.65,0.604,79.47
Meerut,2016,0.507,0.673,0.722,0.68,0.585,83.23
Meerut,2017,0.564,0.734,0.738,0.71,0.619,95.38
Meerut,2018,0.523,0.669,0.713,0.694,0.607,92.71
Mirzapur,2006,0.248,0.352,0.558,0.663,0.614,43.3
Mirzapur,2007,0.255,0.331,0.559,0.648,0.617,57.21
Mirzapur,2008,0.248,0.429,0.599,0.639,0.577,52.32
Mirzapur,2009,0.218,0.381,0.5,0.613,0.551,51.04
Mirzapur,2010,0.205,0.414,0.543,0.66,0.619,53.5
Mirzapur,2011,0.214,0.381,0.5,0.613,0.551,55.65
Mirzapur,2012,0.21,0.331,0.569,0.71,0.623,54.24
Mirzapur,2013,0.273,0.409,0.592,0.668,0.651,63.75
Mirzapur,2014,0.257,0.36,0.512,0.676,0.664,65.78
Mirzapur,2015,0.254,0.435,0.585,0.649,0.575,67.03
Mirzapur,2016,0.227,0.359,0.529,0.684,0.673,72.67
Mirzapur,2017,0.254,0.404,0.653,0.693,0.621,79.24
Mirzapur,2018,0.232,0.304,0.518,0.696,0.623,80.81
Moradabad,2006,0.485,0.483,0.656,0.723,0.644,63.42
Moradabad,2007,0.539,0.528,0.635,0.718,0.646,56.44
Moradabad,2008,0.482,0.528,0.692,0.68,0.573,54.27
Moradabad,2009,0.36,0.457,0.689,0.773,0.633,56.17
Moradabad,2010,0.387,0.524,0.643,0.73,0.551,51.74
Moradabad,2011,0.502,0.457,0.689,0.773,0.633,56.1
Moradabad,2012,0.406,0.404,0.674,0.764,0.639,63.48
Moradabad,2013,0.574,0.592,0.686,0.718,0.706,64.06
Moradabad,2014,0.401,0.463,0.646,0.718,0.616,64.54
Moradabad,2015,0.416,0.609,0.732,0.706,0.61,64.52
Moradabad,2016,0.444,0.596,0.744,0.735,0.546,69.57
Moradabad,2017,0.465,0.587,0.73,0.762,0.621,78.08
Moradabad,2018,0.443,0.524,0.712,0.702,0.608,76.38
Muzaffar Nagar,2006,0.501,0.706,0.747,0.692,0.608,69.16
Muzaffar Nagar,2007,0.482,0.686,0.726,0.675,0.588,65.72
Muzaffar Nagar,2008,0.534,0.637,0.678,0.676,0.581,59.54
Muzaffar Nagar,2009,0.455,0.664,0.714,0.738,0.625,70.23
Muzaffar Nagar,2010,0.47,0.656,0.707,0.711,0.592,62.08
Muzaffar Nagar,2011,0.552,0.664,0.714,0.738,0.625,66.64
Muzaffar Nagar,2012,0.436,0.585,0.728,0.738,0.632,71.42
Muzaffar Nagar,2013,0.517,0.702,0.71,0.658,0.682,72.94
Muzaffar Nagar,2014,0.475,0.622,0.724,0.7,0.648,71.88
Muzaffar Nagar,2015,0.471,0.721,0.741,0.695,0.661,75.94
Muzaffar Nagar,2016,0.531,0.693,0.755,0.716,0.634,82.86
Muzaffar Nagar,2017,0.591,0.757,0.766,0.732,0.658,86.65
Muzaffar Nagar,2018,0.584,0.686,0.754,0.73,0.646,86.41
Pilhibhit,2006,0.453,0.48,0.771,0.775,0.661,63.05
Pilhibhit,2007,0.464,0.527,0.72,0.746,0.605,56.1
Pilhibhit,2008,0.413,0.464,0.715,0.737,0.561,52.06
Pilhibhit,2009,0.322,0.513,0.704,0.787,0.6,65.58
Pilhibhit,2010,0.346,0.491,0.661,0.742,0.606,60.1
Pilhibhit,2011,0.468,0.513,0.704,0.787,0.6,64.37
Pilhibhit,2012,0.35,0.466,0.729,0.789,0.635,65.66
Pilhibhit,2013,0.503,0.587,0.719,0.747,0.676,59.25
Pilhibhit,2014,0.369,0.527,0.737,0.774,0.627,69.44
Pilhibhit,2015,0.411,0.623,0.714,0.776,0.591,64.16
Pilhibhit,2016,0.418,0.543,0.768,0.767,0.555,70.13
Pilhibhit,2017,0.424,0.649,0.777,0.795,0.643,81.16
Pilhibhit,2018,0.417,0.524,0.747,0.768,0.653,77.37
Pratapgarh,2006,0.301,0.385,0.633,0.653,0.562,45.16
Pratapgarh,2007,0.31,0.359,0.602,0.682,0.633,44.6
Pratapgarh,2008,0.29,0.431,0.586,0.661,0.551,55.27
Pratapgarh,2009,0.295,0.39,0.641,0.709,0.575,43.55
Pratapgarh,2010,0.282,0.406,0.583,0.685,0.584,58.34
Pratapgarh,2011,0.303,0.39,0.641,0.709,0.575,55.87
Pratapgarh,2012,0.249,0.334,0.637,0.721,0.592,61.14
Pratapgarh,2013,0.384,0.468,0.644,0.719,0.651,68.23
Pratapgarh,2014,0.297,0.403,0.619,0.668,0.61,65.78
Pratapgarh,2015,0.3,0.458,0.654,0.671,0.575,67.03
Pratapgarh,2016,0.31,0.406,0.676,0.753,0.625,72.67
Pratapgarh,2017,0.299,0.405,0.72,0.751,0.616,36.73
Pratapgarh,2018,0.3,0.398,0.587,0.769,0.611,38.4
Rae Bareli,2006,0.293,0.369,0.575,0.622,0.515,36.4
Rae Bareli,2007,0.305,0.362,0.566,0.642,0.555,38.98
Rae Bareli,2008,0.315,0.466,0.575,0.61,0.515,34.52
Rae Bareli,2009,0.278,0.347,0.587,0.657,0.541,29.85
Rae Bareli,2010,0.277,0.447,0.548,0.665,0.561,44.23
Rae Bareli,2011,0.278,0.347,0.587,0.657,0.541,51.4
Rae Bareli,2012,0.254,0.358,0.609,0.699,0.571,51.53
Rae Bareli,2013,0.355,0.456,0.623,0.665,0.626,53.21
Rae Bareli,2014,0.292,0.37,0.584,0.644,0.597,54.34
Rae Bareli,2015,0.292,0.394,0.648,0.626,0.538,53.71
Rae Bareli,2016,0.336,0.401,0.659,0.696,0.589,56.1
Rae Bareli,2017,0.303,0.425,0.647,0.732,0.638,51.54
Rae Bareli,2018,0.301,0.379,0.524,0.704,0.575,58.38
Rampur,2006,0.487,0.429,0.68,0.738,0.627,61.05
Rampur,2007,0.532,0.497,0.61,0.731,0.609,59.12
Rampur,2008,0.476,0.502,0.656,0.66,0.525,50.78
Rampur,2009,0.355,0.419,0.687,0.763,0.591,55.62
Rampur,2010,0.385,0.505,0.647,0.746,0.503,52.83
Rampur,2011,0.507,0.42,0.687,0.763,0.591,58.18
Rampur,2012,0.412,0.383,0.671,0.77,0.587,58.8
Rampur,2013,0.61,0.57,0.705,0.732,0.691,62.38
Rampur,2014,0.415,0.455,0.671,0.727,0.555,62.34
Rampur,2015,0.402,0.586,0.77,0.727,0.553,63.18
Rampur,2016,0.412,0.534,0.738,0.748,0.51,69.64
Rampur,2017,0.411,0.526,0.706,0.783,0.591,75.03
Rampur,2018,0.397,0.457,0.704,0.707,0.59,79.1
Saharanpur,2006,0.451,0.658,0.74,0.72,0.63,63.16
Saharanpur,2007,0.439,0.636,0.755,0.698,0.575,63.27
Saharanpur,2008,0.508,0.625,0.702,0.664,0.53,54.7
Saharanpur,2009,0.379,0.592,0.706,0.753,0.628,62.66
Saharanpur,2010,0.403,0.614,0.709,0.727,0.597,60.87
Saharanpur,2011,0.512,0.592,0.705,0.753,0.628,57.02
Saharanpur,2012,0.395,0.554,0.72,0.73,0.627,62.29
Saharanpur,2013,0.527,0.666,0.745,0.686,0.664,61.8
Saharanpur,2014,0.435,0.604,0.708,0.735,0.624,65.86
Saharanpur,2015,0.434,0.683,0.741,0.7,0.635,66.75
Saharanpur,2016,0.495,0.666,0.748,0.73,0.599,70.19
Saharanpur,2017,0.513,0.688,0.747,0.737,0.642,73.24
Saharanpur,2018,0.534,0.634,0.721,0.726,0.633,77.47
Sant Kabir Nagar,2006,0.306,0.377,0.635,0.705,0.636,53.12
Sant Kabir Nagar,2007,0.289,0.317,0.532,0.687,0.627,51.69
Sant Kabir Nagar,2008,0.287,0.319,0.556,0.642,0.56,46.34
Sant Kabir Nagar,2009,0.275,0.398,0.682,0.739,0.611,50.97
Sant Kabir Nagar,2010,0.225,0.38,0.554,0.687,0.658,52.51
Sant Kabir Nagar,2011,0.315,0.398,0.682,0.739,0.611,56.08
Sant Kabir Nagar,2012,0.23,0.305,0.628,0.732,0.642,60.34
Sant Kabir Nagar,2013,0.287,0.329,0.661,0.717,0.657,61.56
Sant Kabir Nagar,2014,0.262,0.371,0.64,0.716,0.649,62.72
Sant Kabir Nagar,2015,0.27,0.484,0.566,0.697,0.615,61.26
Sant Kabir Nagar,2016,0.302,0.38,0.713,0.737,0.635,65.35
Sant Kabir Nagar,2017,0.307,0.41,0.683,0.771,0.636,66.07
Sant Kabir Nagar,2018,0.274,0.368,0.612,0.776,0.606,69.17
Sant Ravidas Nagar,2006,0.264,0.335,0.562,0.664,0.62,43.3
Sant Ravidas Nagar,2007,0.272,0.339,0.584,0.69,0.651,57.21
Sant Ravidas Nagar,2008,0.229,0.402,0.572,0.623,0.547,52.32
Sant Ravidas Nagar,2009,0.222,0.381,0.591,0.686,0.6,51.04
Sant Ravidas Nagar,2010,0.221,0.379,0.563,0.688,0.652,53.5
Sant Ravidas Nagar,2011,0.226,0.381,0.591,0.686,0.6,55.65
Sant Ravidas Nagar,2012,0.219,0.319,0.601,0.739,0.624,54.24
Sant Ravidas Nagar,2013,0.257,0.412,0.655,0.699,0.625,63.75
Sant Ravidas Nagar,2014,0.269,0.318,0.579,0.677,0.639,65.78
Sant Ravidas Nagar,2015,0.262,0.44,0.567,0.658,0.567,67.03
Sant Ravidas Nagar,2016,0.242,0.371,0.601,0.706,0.666,72.67
Sant Ravidas Nagar,2017,0.272,0.411,0.69,0.702,0.611,79.24
Sant Ravidas Nagar,2018,0.237,0.283,0.54,0.703,0.604,80.81
Shah Jahanpur,2006,0.408,0.436,0.665,0.708,0.554,56.91
Shah Jahanpur,2007,0.396,0.461,0.627,0.704,0.588,52.88
Shah Jahanpur,2008,0.377,0.436,0.642,0.696,0.538,52.76
Shah Jahanpur,2009,0.28,0.426,0.647,0.727,0.592,57.03
Shah Jahanpur,2010,0.308,0.449,0.557,0.69,0.585,56.32
Shah Jahanpur,2011,0.371,0.426,0.647,0.727,0.592,59.17
Shah Jahanpur,2012,0.313,0.445,0.673,0.765,0.656,61.4
Shah Jahanpur,2013,0.455,0.536,0.66,0.715,0.63,60.91
Shah Jahanpur,2014,0.334,0.391,0.655,0.726,0.592,67.56
Shah Jahanpur,2015,0.339,0.494,0.665,0.718,0.545,67.12
Shah Jahanpur,2016,0.355,0.45,0.734,0.751,0.528,74.59
Shah Jahanpur,2017,0.364,0.505,0.716,0.769,0.65,81.13
Shah Jahanpur,2018,0.333,0.441,0.697,0.732,0.644,80.04
Shrawasti,2006,0.316,0.412,0.594,0.691,0.589,59.12
Shrawasti,2007,0.355,0.375,0.564,0.668,0.626,48.9
Shrawasti,2008,0.363,0.439,0.631,0.719,0.593,40.81
Shrawasti,2009,0.352,0.376,0.624,0.739,0.6,49.28
Shrawasti,2010,0.255,0.446,0.564,0.712,0.652,52.65
Shrawasti,2011,0.384,0.376,0.624,0.739,0.599,57.55
Shrawasti,2012,0.265,0.374,0.584,0.73,0.619,55.35
Shrawasti,2013,0.434,0.476,0.683,0.756,0.687,54.63
Shrawasti,2014,0.31,0.413,0.619,0.723,0.647,52.86
Shrawasti,2015,0.301,0.461,0.631,0.722,0.618,55.6
Shrawasti,2016,0.365,0.461,0.716,0.734,0.634,59.31
Shrawasti,2017,0.355,0.469,0.631,0.773,0.647,68.96
Shrawasti,2018,0.348,0.428,0.676,0.803,0.612,72.51
Siddharth Nagar,2006,0.293,0.408,0.63,0.744,0.675,53.12
Siddharth Nagar,2007,0.293,0.299,0.588,0.73,0.66,51.69
Siddharth Nagar,2008,0.314,0.329,0.58,0.736,0.672,46.34
Siddharth Nagar,2009,0.265,0.404,0.617,0.762,0.676,50.97
Siddharth Nagar,2010,0.239,0.361,0.55,0.732,0.71,52.51
Siddharth Nagar,2011,0.297,0.405,0.617,0.762,0.676,56.08
Siddharth Nagar,2012,0.219,0.298,0.646,0.769,0.717,60.34
Siddharth Nagar,2013,0.274,0.321,0.714,0.767,0.71,61.56
Siddharth Nagar,2014,0.238,0.387,0.655,0.772,0.691,62.72
Siddharth Nagar,2015,0.28,0.45,0.626,0.763,0.655,61.26
Siddharth Nagar,2016,0.298,0.377,0.703,0.761,0.687,65.35
Siddharth Nagar,2017,0.285,0.403,0.599,0.769,0.67,66.07
Siddharth Nagar,2018,0.279,0.373,0.695,0.825,0.64,69.17
Sitapur,2006,0.438,0.512,0.648,0.668,0.533,55.48
Sitapur,2007,0.444,0.483,0.607,0.679,0.599,52.1
Sitapur,2008,0.393,0.51,0.624,0.643,0.523,44.29
Sitapur,2009,0.322,0.468,0.651,0.713,0.601,54.3
Sitapur,2010,0.361,0.507,0.583,0.689,0.599,50.43
Sitapur,2011,0.419,0.468,0.651,0.713,0.601,56.5
Sitapur,2012,0.334,0.45,0.635,0.714,0.619,63.16
Sitapur,2013,0.492,0.547,0.636,0.702,0.652,64.68
Sitapur,2014,0.345,0.494,0.64,0.693,0.639,66.62
Sitapur,2015,0.345,0.558,0.679,0.711,0.622,66.55
Sitapur,2016,0.391,0.442,0.695,0.737,0.626,70.93
Sitapur,2017,0.428,0.58,0.683,0.776,0.66,75.52
Sitapur,2018,0.394,0.554,0.673,0.722,0.641,76.54
Sonbhadra,2006,0.286,0.42,0.574,0.668,0.596,43.3
Sonbhadra,2007,0.253,0.353,0.569,0.653,0.6,57.21
Sonbhadra,2008,0.309,0.469,0.592,0.662,0.571,52.32
Sonbhadra,2009,0.221,0.42,0.554,0.639,0.579,51.04
Sonbhadra,2010,0.225,0.422,0.59,0.673,0.617,53.49
Sonbhadra,2011,0.255,0.42,0.554,0.639,0.579,55.65
Sonbhadra,2012,0.233,0.336,0.545,0.723,0.641,54.24
Sonbhadra,2013,0.321,0.468,0.612,0.706,0.704,63.75
Sonbhadra,2014,0.292,0.415,0.537,0.697,0.673,65.78
Sonbhadra,2015,0.27,0.444,0.6,0.679,0.611,67.03
Sonbhadra,2016,0.238,0.422,0.518,0.716,0.719,72.66
Sonbhadra,2017,0.276,0.427,0.653,0.74,0.665,79.25
Sonbhadra,2018,0.275,0.38,0.575,0.729,0.65,80.81
Sultanpur,2006,0.347,0.406,0.64,0.655,0.592,54.26
Sultanpur,2007,0.36,0.369,0.651,0.692,0.647,50.69
Sultanpur,2008,0.304,0.408,0.573,0.658,0.561,46.06
Sultanpur,2009,0.286,0.376,0.639,0.753,0.642,50.64
Sultanpur,2010,0.287,0.41,0.609,0.706,0.639,43.99
Sultanpur,2011,0.285,0.376,0.639,0.753,0.642,59.86
Sultanpur,2012,0.254,0.345,0.633,0.727,0.625,60.74
Sultanpur,2013,0.355,0.464,0.633,0.738,0.66,54.57
Sultanpur,2014,0.31,0.431,0.638,0.691,0.633,59.25
Sultanpur,2015,0.317,0.482,0.663,0.673,0.597,54.36
Sultanpur,2016,0.334,0.414,0.674,0.772,0.658,63.47
Sultanpur,2017,0.337,0.465,0.733,0.765,0.643,63.42
Sultanpur,2018,0.315,0.395,0.605,0.782,0.623,71.77
Unnao,2006,0.278,0.376,0.544,0.552,0.423,57.05
Unnao,2007,0.268,0.347,0.507,0.607,0.489,52.15
Unnao,2008,0.315,0.379,0.565,0.59,0.479,47.61
Unnao,2009,0.238,0.29,0.525,0.579,0.506,57.17
Unnao,2010,0.25,0.378,0.54,0.617,0.498,54
Unnao,2011,0.267,0.29,0.525,0.579,0.506,59.71
Unnao,2012,0.23,0.355,0.582,0.667,0.542,61.33
Unnao,2013,0.391,0.487,0.588,0.627,0.591,62.71
Unnao,2014,0.272,0.339,0.535,0.609,0.544,65.91
Unnao,2015,0.269,0.39,0.614,0.592,0.475,65.98
Unnao,2016,0.286,0.387,0.633,0.652,0.514,71.35
Unnao,2017,0.261,0.376,0.643,0.675,0.568,78.09
Unnao,2018,0.252,0.358,0.468,0.617,0.516,82.16
Varanasi,2006,0.291,0.36,0.617,0.668,0.608,41.47
Varanasi,2007,0.309,0.412,0.599,0.658,0.634,44.06
Varanasi,2008,0.244,0.45,0.594,0.633,0.523,44.18
Varanasi,2009,0.246,0.35,0.582,0.65,0.515,47.21
Varanasi,2010,0.233,0.401,0.576,0.664,0.58,43.91
Varanasi,2011,0.268,0.35,0.582,0.65,0.515,49.77
Varanasi,2012,0.242,0.382,0.604,0.68,0.578,51.54
Varanasi,2013,0.296,0.506,0.644,0.639,0.586,60.74
Varanasi,2014,0.287,0.378,0.58,0.672,0.613,63.24
Varanasi,2015,0.298,0.483,0.573,0.633,0.545,63.41
Varanasi,2016,0.288,0.369,0.573,0.655,0.646,65.95
Varanasi,2017,0.292,0.419,0.677,0.701,0.569,66.87
Varanasi,2018,0.265,0.38,0.593,0.701,0.585,67.1
